ticket_id,summary,description,priority,issue_type,project,component,customer_tier,created_hours,channel,final_team,sla_breach,created_timestamp
1071,Keyboard stops responding,the peripheral is intermittently unavailable. This started after a recent configuration change.,High,Hardware,Workplace IT,Monitor,Enterprise,34.0,Jira,L1-Hardware,Yes,2026-08-24T08:22:00.452156+00:00
1072,Backup job failed overnight,replica data is several minutes behind primary. The problem is reproducible from the production environment.,Low,Database,Data Services,Replication,Standard,24.6,Chat,L3-Database,Yes,2026-09-11T11:12:36.954078+00:00
1073,Laptop will not power on,a replacement may be required if troubleshooting fails. The problem is reproducible from the production environment.,High,Hardware,Workplace IT,Keyboard,Standard,20.38,Portal,L1-Hardware,Yes,2026-09-03T20:10:38.908527+00:00
1074,Unexpected permission change detected,the event should be reviewed for security impact. This started after a recent configuration change.,High,Access,Identity,IAM,Business,18.83,Portal,Security,Yes,2026-09-10T03:54:22.828139+00:00
1075,SSO login returns access denied,the event should be reviewed for security impact. This started after a recent configuration change.,High,Access,Identity,Password Reset,Business,15.26,Chat,Security,Yes,2026-09-08T23:56:15.031215+00:00
1076,Checkout returns an error,customers are unable to complete the workflow. The support team has attached the latest logs.,Low,Application,Customer Portal,Search,Enterprise,18.08,Chat,L2-Application,Yes,2026-09-15T15:44:04.315800+00:00
1077,Notification jobs are delayed,customers are unable to complete the workflow. This started after a recent configuration change.,High,Application,Customer Portal,Notifications,Business,3.06,Chat,L2-Application,Yes,2026-09-11T15:04:24.239069+00:00
1078,Keyboard stops responding,a replacement may be required if troubleshooting fails. This started after a recent configuration change.,High,Hardware,Workplace IT,Dock,Business,6.22,Email,L1-Hardware,No,2026-09-08T07:06:28.394518+00:00
1079,Firewall blocks application traffic,requests time out from the office network. The customer has already tried restarting the service.,Low,Network,Platform,Firewall,Enterprise,10.04,Portal,L2-Application,No,2026-09-16T11:04:51.947481+00:00
1080,Search results fail to load,the UI shows an unexpected error message. The issue is currently affecting several users.,High,Application,Customer Portal,Notifications,Standard,34.88,Chat,L2-Application,Yes,2026-08-31T03:28:23.965805+00:00
1081,MFA challenge is failing,the account may have incorrect permissions. The issue is currently affecting several users.,Low,Access,Identity,IAM,Standard,35.31,Portal,Security,Yes,2026-08-26T09:20:54.366597+00:00
1082,MFA challenge is failing,the event should be reviewed for security impact. The issue is currently affecting several users.,Medium,Access,Identity,Permissions,Business,28.14,Portal,Security,Yes,2026-09-04T09:22:05.080737+00:00
1083,Load balancer health checks failing,packets appear to be dropped intermittently. The issue is currently affecting several users.,Medium,Network,Platform,Firewall,Enterprise,4.76,Email,L2-Network,No,2026-09-03T08:54:40.338497+00:00
1084,Intermittent network connectivity,requests time out from the office network. The issue is currently affecting several users.,Medium,Network,Platform,WiFi,Business,10.7,Chat,L2-Network,No,2026-09-05T11:26:13.845655+00:00
1085,VPN connection drops repeatedly,the service becomes unreachable every few minutes. The customer has already tried restarting the service.,High,Network,Platform,WiFi,Business,20.49,Portal,L2-Network,Yes,2026-08-31T11:35:24.898169+00:00
1086,SSO login returns access denied,the user receives an access denied response. This started after a recent configuration change.,Medium,Access,Identity,MFA,Standard,6.93,Chat,Security,No,2026-08-29T03:21:45.762378+00:00
1087,Password reset link is invalid,the authentication flow stops before completion. The customer has already tried restarting the service.,Medium,Access,Identity,MFA,Standard,8.34,Email,Security,No,2026-08-31T11:27:42.045738+00:00
1088,DNS resolution failing for internal service,users cannot stay connected to the corporate network. The customer has already tried restarting the service.,Medium,Network,Platform,WiFi,Standard,10.62,Portal,L2-Network,No,2026-09-09T05:31:37.205749+00:00
1089,Reports are running much slower,the scheduled backup did not complete successfully. This started after a recent configuration change.,High,Database,Data Services,Query Engine,Business,19.83,Jira,L3-Database,Yes,2026-08-27T21:34:08.584541+00:00
1090,Checkout returns an error,the UI shows an unexpected error message. The customer has already tried restarting the service.,Medium,Application,Customer Portal,Authentication,Standard,35.11,Portal,L2-Application,Yes,2026-09-08T13:16:56.008250+00:00
1091,External monitor is not detected,the peripheral is intermittently unavailable. The customer has already tried restarting the service.,Low,Hardware,Workplace IT,Monitor,Standard,29.85,Portal,L1-Hardware,Yes,2026-08-31T03:41:14.743549+00:00
1092,Checkout returns an error,logs contain repeated server errors. The customer has already tried restarting the service.,High,Application,Customer Portal,API,Standard,21.4,Jira,L2-Application,Yes,2026-09-15T04:45:56.395811+00:00
1093,Search results fail to load,customers are unable to complete the workflow. This started after a recent configuration change.,Medium,Application,Customer Portal,Notifications,Enterprise,5.41,Email,L2-Application,Yes,2026-09-16T16:00:01.118145+00:00
1094,Unexpected permission change detected,login works for other accounts but not this user. The issue is currently affecting several users.,High,Access,Identity,Password Reset,Enterprise,6.82,Email,Security,Yes,2026-09-02T07:06:02.447247+00:00
1095,Replication is lagging,connections remain open after requests finish. The problem is reproducible from the production environment.,High,Database,Data Services,Query Engine,Business,28.8,Chat,L3-Database,Yes,2026-09-05T16:21:47.962438+00:00
1096,Search results fail to load,the same request succeeds after a retry. The issue is currently affecting several users.,Medium,Application,Customer Portal,Authentication,Standard,21.14,Email,L2-Application,Yes,2026-08-24T07:22:07.407159+00:00
1097,Docking station disconnects,the issue affects a single employee workstation. The issue is currently affecting several users.,Low,Hardware,Workplace IT,Monitor,Business,25.01,Email,L1-Hardware,Yes,2026-09-12T14:44:41.111563+00:00
1098,Backup job failed overnight,transactions are waiting longer than expected. The issue is currently affecting several users.,High,Database,Data Services,PostgreSQL,Enterprise,5.98,Jira,L3-Database,Yes,2026-08-29T01:36:43.591223+00:00
1099,Database queries are timing out,connections remain open after requests finish. The issue is currently affecting several users.,Medium,Database,Data Services,Backup,Standard,16.75,Jira,L3-Database,Yes,2026-09-13T15:24:56.897095+00:00
1100,API requests return HTTP 500,the application worked yesterday but now fails for multiple users. The customer has already tried restarting the service.,Medium,Application,Customer Portal,Notifications,Standard,4.62,Email,L2-Application,No,2026-09-06T06:59:33.755033+00:00
1101,DNS resolution failing for internal service,connections fail after authentication. This started after a recent configuration change.,High,Network,Platform,Load Balancer,Business,2.07,Portal,L2-Network,No,2026-09-07T13:42:41.094996+00:00
1102,Application page shows a blank screen,the UI shows an unexpected error message. The customer has already tried restarting the service.,Medium,Application,Customer Portal,Checkout,Business,16.35,Jira,L2-Application,Yes,2026-09-17T02:45:40.085868+00:00
1103,SSO login returns access denied,the authentication flow stops before completion. This started after a recent configuration change.,Medium,Access,Identity,IAM,Enterprise,29.44,Portal,Security,Yes,2026-09-15T09:54:40.798650+00:00
1104,Keyboard stops responding,the peripheral is intermittently unavailable. The support team has attached the latest logs.,Medium,Hardware,Workplace IT,Printer,Enterprise,13.53,Email,L1-Hardware,No,2026-09-07T12:07:35.433901+00:00
1105,External monitor is not detected,the issue affects a single employee workstation. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Laptop,Standard,26.37,Chat,L1-Hardware,Yes,2026-08-25T07:09:55.961167+00:00
1106,Replication is lagging,replica data is several minutes behind primary. This started after a recent configuration change.,Medium,Database,Data Services,Backup,Standard,22.55,Email,L3-Database,Yes,2026-08-28T10:35:59.148686+00:00
1107,Load balancer health checks failing,the service becomes unreachable every few minutes. This started after a recent configuration change.,Medium,Network,Platform,Firewall,Business,5.92,Jira,L2-Network,Yes,2026-08-27T16:32:37.107188+00:00
1108,SSO login returns access denied,the account may have incorrect permissions. The issue is currently affecting several users.,High,Access,Identity,SSO,Standard,27.68,Chat,Security,Yes,2026-09-14T22:26:08.397941+00:00
1109,Checkout returns an error,customers are unable to complete the workflow. This started after a recent configuration change.,High,Application,Customer Portal,Checkout,Standard,27.76,Chat,L2-Application,Yes,2026-09-12T09:52:04.430919+00:00
1110,Unexpected permission change detected,the authentication flow stops before completion. The customer has already tried restarting the service.,Medium,Access,Identity,IAM,Standard,18.7,Email,Security,Yes,2026-09-07T18:28:43.451241+00:00
1111,External monitor is not detected,the peripheral is intermittently unavailable. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Keyboard,Enterprise,9.53,Portal,L1-Hardware,No,2026-09-19T17:53:58.457234+00:00
1112,Search results fail to load,the same request succeeds after a retry. The support team has attached the latest logs.,Medium,Application,Customer Portal,Notifications,Standard,34.68,Email,L2-Application,Yes,2026-08-26T10:17:27.339722+00:00
1113,Search results fail to load,logs contain repeated server errors. The issue is currently affecting several users.,Low,Application,Customer Portal,Authentication,Enterprise,24.14,Portal,L2-Application,Yes,2026-09-19T08:20:16.743766+00:00
1114,Keyboard stops responding,the device worked earlier in the day. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Printer,Business,9.41,Chat,L1-Hardware,No,2026-09-19T13:44:09.531595+00:00
1115,MFA challenge is failing,login works for other accounts but not this user. The support team has attached the latest logs.,High,Access,Identity,Permissions,Enterprise,12.58,Portal,Security,Yes,2026-08-27T12:28:42.731216+00:00
1116,Keyboard stops responding,a replacement may be required if troubleshooting fails. The customer has already tried restarting the service.,Low,Hardware,Workplace IT,Dock,Enterprise,17.54,Jira,L1-Hardware,No,2026-08-31T15:44:24.417467+00:00
1117,Application page shows a blank screen,the same request succeeds after a retry. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,Authentication,Enterprise,22.42,Chat,L2-Application,Yes,2026-09-08T19:22:04.890397+00:00
1118,Search results fail to load,the application worked yesterday but now fails for multiple users. The customer has already tried restarting the service.,Medium,Application,Customer Portal,Checkout,Enterprise,0.34,Portal,L1-General,No,2026-08-22T18:29:53.333648+00:00
1119,Checkout returns an error,logs contain repeated server errors. The issue is currently affecting several users.,High,Application,Customer Portal,Checkout,Enterprise,33.93,Chat,L2-Application,Yes,2026-09-08T19:04:33.942958+00:00
1120,Laptop will not power on,the issue affects a single employee workstation. The support team has attached the latest logs.,Low,Hardware,Workplace IT,Printer,Standard,16.71,Email,L1-Hardware,No,2026-08-30T15:27:23.058028+00:00
1121,Keyboard stops responding,the issue affects a single employee workstation. The problem is reproducible from the production environment.,Low,Hardware,Workplace IT,Dock,Business,33.74,Portal,L1-Hardware,No,2026-09-19T12:25:01.967532+00:00
1122,Replication is lagging,transactions are waiting longer than expected. The problem is reproducible from the production environment.,High,Database,Data Services,Backup,Standard,4.23,Chat,L3-Database,Yes,2026-09-03T18:32:31.274150+00:00
1123,Search results fail to load,the same request succeeds after a retry. This started after a recent configuration change.,Low,Application,Customer Portal,Checkout,Enterprise,11.39,Chat,L2-Application,No,2026-08-30T08:02:48.191889+00:00
1124,MFA challenge is failing,the user receives an access denied response. The problem is reproducible from the production environment.,Medium,Access,Identity,SSO,Business,32.35,Email,Security,Yes,2026-09-06T17:44:02.692810+00:00
1125,External monitor is not detected,the issue affects a single employee workstation. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Dock,Standard,7.09,Chat,L1-Hardware,No,2026-09-12T15:24:05.493405+00:00
1126,Password reset link is invalid,the authentication flow stops before completion. The support team has attached the latest logs.,Medium,Access,Identity,IAM,Business,4.55,Email,Security,Yes,2026-09-10T07:59:00.167324+00:00
1127,Intermittent network connectivity,packets appear to be dropped intermittently. The customer has already tried restarting the service.,Medium,Network,Platform,DNS,Standard,8.1,Chat,L2-Network,No,2026-08-31T17:33:20.427631+00:00
1128,Notification jobs are delayed,logs contain repeated server errors. The support team has attached the latest logs.,Medium,Application,Customer Portal,Checkout,Business,28.31,Jira,L1-General,Yes,2026-08-24T15:37:04.948589+00:00
1129,Printer is unavailable,the peripheral is intermittently unavailable. This started after a recent configuration change.,Low,Hardware,Workplace IT,Dock,Business,8.28,Jira,L1-Hardware,No,2026-09-03T13:55:02.747025+00:00
1130,Checkout returns an error,logs contain repeated server errors. The support team has attached the latest logs.,Low,Application,Customer Portal,API,Business,5.42,Jira,L2-Network,No,2026-09-10T02:39:00.199726+00:00
1131,Password reset link is invalid,login works for other accounts but not this user. The support team has attached the latest logs.,Medium,Access,Identity,MFA,Standard,10.42,Portal,Security,No,2026-09-15T17:17:02.924020+00:00
1132,Notification jobs are delayed,logs contain repeated server errors. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Notifications,Enterprise,13.56,Portal,L2-Application,No,2026-09-11T23:28:31.489566+00:00
1133,User cannot access internal application,the user receives an access denied response. The problem is reproducible from the production environment.,Low,Access,Identity,SSO,Enterprise,16.95,Email,Security,Yes,2026-08-24T00:51:52.408641+00:00
1134,Search results fail to load,the application worked yesterday but now fails for multiple users. The customer has already tried restarting the service.,Low,Application,Customer Portal,Search,Enterprise,10.02,Chat,L2-Application,No,2026-09-17T09:18:11.328568+00:00
1135,Replication is lagging,transactions are waiting longer than expected. The support team has attached the latest logs.,Low,Database,Data Services,Query Engine,Enterprise,12.23,Email,L3-Database,Yes,2026-09-15T08:05:45.701962+00:00
1136,MFA challenge is failing,the user receives an access denied response. The support team has attached the latest logs.,Medium,Access,Identity,SSO,Standard,2.44,Chat,Security,No,2026-08-30T06:42:11.992134+00:00
1137,User cannot access internal application,the authentication flow stops before completion. The support team has attached the latest logs.,Medium,Access,Identity,SSO,Enterprise,29.73,Portal,Security,Yes,2026-09-02T19:35:12.204776+00:00
1138,MFA challenge is failing,the user receives an access denied response. The problem is reproducible from the production environment.,High,Access,Identity,Permissions,Enterprise,11.09,Chat,Security,Yes,2026-09-13T17:09:52.895679+00:00
1139,Unexpected permission change detected,the authentication flow stops before completion. The issue is currently affecting several users.,High,Access,Identity,IAM,Enterprise,15.67,Jira,L2-Application,Yes,2026-09-02T02:56:52.898090+00:00
1140,Reports are running much slower,the issue is affecting reporting and analytics. The problem is reproducible from the production environment.,Medium,Database,Data Services,PostgreSQL,Standard,7.76,Chat,L3-Database,Yes,2026-09-13T19:29:40.499914+00:00
1141,Intermittent network connectivity,connections fail after authentication. The support team has attached the latest logs.,Low,Network,Platform,DNS,Standard,31.93,Portal,L2-Network,Yes,2026-08-23T09:40:43.211798+00:00
1142,Unexpected permission change detected,login works for other accounts but not this user. The issue is currently affecting several users.,Medium,Access,Identity,SSO,Enterprise,29.05,Chat,Security,Yes,2026-09-16T18:48:43.473177+00:00
1143,Password reset link is invalid,the account may have incorrect permissions. The customer has already tried restarting the service.,Medium,Access,Identity,Password Reset,Business,15.31,Jira,Security,Yes,2026-09-10T18:42:02.975205+00:00
1144,Database connection pool is exhausted,the scheduled backup did not complete successfully. The support team has attached the latest logs.,Low,Database,Data Services,Query Engine,Enterprise,22.62,Email,L3-Database,Yes,2026-09-14T23:12:23.350349+00:00
1145,Laptop will not power on,a replacement may be required if troubleshooting fails. The support team has attached the latest logs.,Medium,Hardware,Workplace IT,Laptop,Enterprise,25.64,Email,L1-Hardware,Yes,2026-09-16T07:05:11.924396+00:00
1146,Search results fail to load,customers are unable to complete the workflow. The issue is currently affecting several users.,Medium,Application,Customer Portal,Checkout,Standard,7.95,Chat,L2-Application,Yes,2026-09-08T18:53:13.949782+00:00
1147,External monitor is not detected,a replacement may be required if troubleshooting fails. This started after a recent configuration change.,High,Hardware,Workplace IT,Keyboard,Enterprise,8.17,Chat,L1-Hardware,Yes,2026-08-29T07:57:16.716865+00:00
1148,API requests return HTTP 500,logs contain repeated server errors. The support team has attached the latest logs.,Medium,Application,Customer Portal,Notifications,Standard,5.29,Portal,L2-Application,No,2026-09-10T18:15:22.377214+00:00
1149,User cannot access internal application,login works for other accounts but not this user. The problem is reproducible from the production environment.,Medium,Access,Identity,IAM,Standard,31.76,Jira,Security,Yes,2026-09-05T18:07:38.363046+00:00
1150,Search results fail to load,logs contain repeated server errors. The support team has attached the latest logs.,Low,Application,Customer Portal,API,Standard,22.12,Jira,L2-Application,Yes,2026-09-16T12:30:48.394191+00:00
1151,MFA challenge is failing,the event should be reviewed for security impact. The support team has attached the latest logs.,High,Access,Identity,IAM,Enterprise,21.88,Portal,Security,Yes,2026-09-09T06:58:43.461162+00:00
1152,Laptop will not power on,the issue affects a single employee workstation. The customer has already tried restarting the service.,Low,Hardware,Workplace IT,Keyboard,Standard,3.63,Portal,L1-Hardware,No,2026-09-14T18:09:46.545460+00:00
1153,External monitor is not detected,a replacement may be required if troubleshooting fails. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Monitor,Standard,8.86,Email,L1-Hardware,No,2026-08-30T17:02:40.736122+00:00
1154,Laptop will not power on,the peripheral is intermittently unavailable. The problem is reproducible from the production environment.,Low,Hardware,Workplace IT,Printer,Business,23.39,Email,L1-Hardware,No,2026-09-15T08:42:54.250330+00:00
1155,Replication is lagging,the scheduled backup did not complete successfully. The issue is currently affecting several users.,Medium,Database,Data Services,PostgreSQL,Enterprise,32.7,Jira,L3-Database,Yes,2026-09-07T20:57:22.710384+00:00
1156,Laptop will not power on,restarting the device did not resolve the problem. The issue is currently affecting several users.,Medium,Hardware,Workplace IT,Dock,Business,25.39,Portal,L1-Hardware,Yes,2026-09-17T22:11:07.317198+00:00
1157,DNS resolution failing for internal service,the service becomes unreachable every few minutes. The support team has attached the latest logs.,Low,Network,Platform,WiFi,Business,35.84,Portal,L2-Network,Yes,2026-09-09T13:57:26.356585+00:00
1158,Search results fail to load,customers are unable to complete the workflow. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Checkout,Business,23.37,Chat,L2-Application,Yes,2026-08-24T02:59:29.883321+00:00
1159,VPN connection drops repeatedly,requests time out from the office network. The problem is reproducible from the production environment.,Medium,Network,Platform,WiFi,Business,7.59,Chat,L2-Network,No,2026-08-22T11:51:40.044490+00:00
1160,Firewall blocks application traffic,users cannot stay connected to the corporate network. The support team has attached the latest logs.,Low,Network,Platform,VPN,Business,25.11,Email,L2-Network,Yes,2026-08-30T20:58:11.253199+00:00
1161,DNS resolution failing for internal service,the service becomes unreachable every few minutes. The issue is currently affecting several users.,High,Network,Platform,WiFi,Business,18.73,Chat,L2-Network,Yes,2026-09-07T09:38:09.258588+00:00
1162,Checkout returns an error,logs contain repeated server errors. The customer has already tried restarting the service.,Low,Application,Customer Portal,Checkout,Business,11.51,Portal,L2-Application,No,2026-09-09T16:37:21.198285+00:00
1163,Application page shows a blank screen,the same request succeeds after a retry. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,Notifications,Enterprise,25.63,Chat,L1-General,Yes,2026-08-24T11:26:46.849369+00:00
1164,MFA challenge is failing,login works for other accounts but not this user. The problem is reproducible from the production environment.,Low,Access,Identity,Permissions,Enterprise,29.16,Chat,Security,Yes,2026-09-17T19:48:06.146010+00:00
1165,Printer is unavailable,a replacement may be required if troubleshooting fails. The problem is reproducible from the production environment.,Medium,Hardware,Workplace IT,Laptop,Business,0.89,Portal,L2-Network,No,2026-08-22T08:33:49.165370+00:00
1166,User cannot access internal application,the account may have incorrect permissions. This started after a recent configuration change.,High,Access,Identity,MFA,Standard,14.33,Chat,Security,Yes,2026-09-20T03:36:28.341196+00:00
1167,Notification jobs are delayed,the application worked yesterday but now fails for multiple users. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,Authentication,Standard,23.05,Chat,L2-Application,Yes,2026-09-16T15:14:30.582176+00:00
1168,Database connection pool is exhausted,connections remain open after requests finish. The customer has already tried restarting the service.,Low,Database,Data Services,Query Engine,Standard,3.6,Portal,L3-Database,No,2026-09-02T16:50:27.018968+00:00
1169,MFA challenge is failing,login works for other accounts but not this user. The customer has already tried restarting the service.,Medium,Access,Identity,IAM,Standard,21.26,Chat,Security,Yes,2026-09-02T06:22:17.779837+00:00
1170,VPN connection drops repeatedly,packets appear to be dropped intermittently. The support team has attached the latest logs.,Low,Network,Platform,Firewall,Standard,33.54,Chat,L2-Network,Yes,2026-09-20T03:26:50.092522+00:00
1171,Replication is lagging,connections remain open after requests finish. The customer has already tried restarting the service.,High,Database,Data Services,Backup,Enterprise,7.39,Chat,L3-Database,Yes,2026-09-16T11:42:53.553281+00:00
1172,Load balancer health checks failing,the service becomes unreachable every few minutes. The problem is reproducible from the production environment.,Medium,Network,Platform,Firewall,Business,11.27,Jira,L2-Network,Yes,2026-08-25T20:13:26.349101+00:00
1173,Search results fail to load,the UI shows an unexpected error message. The issue is currently affecting several users.,High,Application,Customer Portal,Notifications,Standard,12.8,Jira,L2-Application,Yes,2026-09-12T09:39:27.530418+00:00
1174,Docking station disconnects,the peripheral is intermittently unavailable. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Printer,Standard,17.51,Email,L1-Hardware,No,2026-09-10T08:13:45.752227+00:00
1175,API requests return HTTP 500,customers are unable to complete the workflow. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Search,Enterprise,30.59,Chat,L2-Application,Yes,2026-09-08T02:13:44.096542+00:00
1176,Password reset link is invalid,the account may have incorrect permissions. The support team has attached the latest logs.,High,Access,Identity,MFA,Standard,19.17,Chat,Security,Yes,2026-09-16T17:51:30.959110+00:00
1177,User cannot access internal application,the account may have incorrect permissions. The issue is currently affecting several users.,Medium,Access,Identity,IAM,Standard,35.39,Chat,Security,Yes,2026-09-03T00:15:06.969808+00:00
1178,DNS resolution failing for internal service,the service becomes unreachable every few minutes. The issue is currently affecting several users.,High,Network,Platform,VPN,Enterprise,31.76,Email,L2-Network,Yes,2026-08-28T11:45:49.705461+00:00
1179,Docking station disconnects,the issue affects a single employee workstation. This started after a recent configuration change.,High,Hardware,Workplace IT,Keyboard,Standard,19.45,Chat,L1-Hardware,Yes,2026-09-02T02:55:01.081677+00:00
1180,MFA challenge is failing,the account may have incorrect permissions. The support team has attached the latest logs.,Medium,Access,Identity,Permissions,Business,31.44,Email,Security,Yes,2026-08-23T06:54:55.437868+00:00
1181,Docking station disconnects,a replacement may be required if troubleshooting fails. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Printer,Business,4.56,Jira,L1-Hardware,No,2026-09-08T08:30:04.527483+00:00
1182,Search results fail to load,the application worked yesterday but now fails for multiple users. The support team has attached the latest logs.,High,Application,Customer Portal,Checkout,Business,8.27,Portal,L2-Application,Yes,2026-08-25T07:02:59.706540+00:00
1183,DNS resolution failing for internal service,users cannot stay connected to the corporate network. This started after a recent configuration change.,High,Network,Platform,VPN,Enterprise,24.96,Portal,L2-Network,Yes,2026-09-04T05:41:43.146515+00:00
1184,Database queries are timing out,replica data is several minutes behind primary. The issue is currently affecting several users.,High,Database,Data Services,PostgreSQL,Standard,18.1,Jira,L3-Database,Yes,2026-09-18T21:19:01.448751+00:00
1185,Application page shows a blank screen,the same request succeeds after a retry. This started after a recent configuration change.,High,Application,Customer Portal,Notifications,Business,34.07,Chat,L2-Application,Yes,2026-08-23T01:53:50.058850+00:00
1186,Replication is lagging,connections remain open after requests finish. The support team has attached the latest logs.,Low,Database,Data Services,Replication,Business,29.1,Email,L3-Database,Yes,2026-09-02T22:59:57.087510+00:00
1187,Backup job failed overnight,the issue is affecting reporting and analytics. The customer has already tried restarting the service.,Medium,Database,Data Services,Replication,Enterprise,11.53,Chat,L3-Database,Yes,2026-08-29T05:47:51.703568+00:00
1188,Search results fail to load,logs contain repeated server errors. The customer has already tried restarting the service.,High,Application,Customer Portal,Authentication,Business,24.36,Email,L2-Application,Yes,2026-09-11T19:41:07.774980+00:00
1189,Search results fail to load,the application worked yesterday but now fails for multiple users. The issue is currently affecting several users.,Low,Application,Customer Portal,Search,Enterprise,4.08,Chat,L2-Application,No,2026-09-09T06:00:36.399743+00:00
1190,API requests return HTTP 500,the same request succeeds after a retry. The issue is currently affecting several users.,Medium,Application,Customer Portal,API,Enterprise,21.43,Portal,L2-Application,Yes,2026-09-18T11:50:51.406318+00:00
1191,Database connection pool is exhausted,transactions are waiting longer than expected. This started after a recent configuration change.,Low,Database,Data Services,Replication,Standard,7.82,Email,L3-Database,No,2026-09-08T03:47:40.560695+00:00
1192,Password reset link is invalid,login works for other accounts but not this user. The issue is currently affecting several users.,Medium,Access,Identity,MFA,Standard,26.8,Chat,Security,Yes,2026-09-09T15:55:40.913653+00:00
1193,External monitor is not detected,a replacement may be required if troubleshooting fails. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Keyboard,Business,12.39,Jira,L1-Hardware,Yes,2026-09-03T02:08:22.467701+00:00
1194,API requests return HTTP 500,the same request succeeds after a retry. The customer has already tried restarting the service.,Medium,Application,Customer Portal,API,Standard,1.97,Jira,L2-Application,No,2026-08-23T03:42:46.317899+00:00
1195,Keyboard stops responding,the device worked earlier in the day. The issue is currently affecting several users.,Medium,Hardware,Workplace IT,Keyboard,Business,13.48,Portal,L1-Hardware,Yes,2026-09-13T22:06:14.790466+00:00
1196,SSO login returns access denied,the user receives an access denied response. The problem is reproducible from the production environment.,Low,Access,Identity,SSO,Enterprise,24.75,Portal,Security,Yes,2026-09-17T07:54:34.765883+00:00
1197,External monitor is not detected,the peripheral is intermittently unavailable. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Keyboard,Standard,5.61,Email,L1-Hardware,No,2026-09-01T11:23:41.662761+00:00
1198,API requests return HTTP 500,logs contain repeated server errors. The problem is reproducible from the production environment.,High,Application,Customer Portal,Notifications,Enterprise,1.41,Chat,L2-Application,Yes,2026-09-19T20:09:47.737738+00:00
1199,SSO login returns access denied,the user receives an access denied response. The support team has attached the latest logs.,Medium,Access,Identity,SSO,Business,17.75,Jira,Security,Yes,2026-09-05T10:52:08.373168+00:00
1200,API requests return HTTP 500,the same request succeeds after a retry. The issue is currently affecting several users.,High,Application,Customer Portal,API,Standard,16.88,Chat,L2-Application,Yes,2026-09-16T08:53:12.621913+00:00
1201,Firewall blocks application traffic,users cannot stay connected to the corporate network. This started after a recent configuration change.,Medium,Network,Platform,WiFi,Business,2.32,Portal,L2-Network,No,2026-09-05T03:47:53.479179+00:00
1202,DNS resolution failing for internal service,packets appear to be dropped intermittently. The issue is currently affecting several users.,Medium,Network,Platform,Load Balancer,Enterprise,8.96,Chat,L2-Network,No,2026-09-09T18:19:05.746918+00:00
1203,Checkout returns an error,the UI shows an unexpected error message. This started after a recent configuration change.,Medium,Application,Customer Portal,Checkout,Standard,14.3,Portal,L2-Application,Yes,2026-08-26T18:16:43.026962+00:00
1204,Notification jobs are delayed,the application worked yesterday but now fails for multiple users. The customer has already tried restarting the service.,Medium,Application,Customer Portal,Notifications,Enterprise,9.59,Portal,L2-Application,Yes,2026-09-10T11:31:40.442330+00:00
1205,Keyboard stops responding,a replacement may be required if troubleshooting fails. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Laptop,Standard,22.6,Email,L1-Hardware,Yes,2026-08-25T07:54:42.052681+00:00
1206,Database queries are timing out,transactions are waiting longer than expected. This started after a recent configuration change.,Medium,Database,Data Services,Replication,Enterprise,30.11,Portal,L3-Database,Yes,2026-08-27T13:38:56.271409+00:00
1207,MFA challenge is failing,the user receives an access denied response. The customer has already tried restarting the service.,Low,Access,Identity,IAM,Standard,32.81,Jira,Security,Yes,2026-09-09T11:23:47.604217+00:00
1208,Intermittent network connectivity,users cannot stay connected to the corporate network. The problem is reproducible from the production environment.,Low,Network,Platform,VPN,Enterprise,16.82,Jira,L2-Network,No,2026-08-22T15:03:19.368622+00:00
1209,DNS resolution failing for internal service,the service becomes unreachable every few minutes. The problem is reproducible from the production environment.,Medium,Network,Platform,Load Balancer,Standard,26.15,Jira,L2-Network,Yes,2026-09-08T20:35:20.646060+00:00
1210,Replication is lagging,the scheduled backup did not complete successfully. The customer has already tried restarting the service.,Medium,Database,Data Services,Backup,Business,7.95,Jira,L3-Database,No,2026-08-28T11:08:53.055286+00:00
1211,Laptop will not power on,the device worked earlier in the day. This started after a recent configuration change.,High,Hardware,Workplace IT,Monitor,Standard,25.5,Chat,L1-Hardware,Yes,2026-09-07T18:41:39.322216+00:00
1212,Load balancer health checks failing,users cannot stay connected to the corporate network. The support team has attached the latest logs.,Low,Network,Platform,DNS,Standard,12.42,Email,L2-Network,No,2026-09-16T11:51:19.371899+00:00
1213,Notification jobs are delayed,the application worked yesterday but now fails for multiple users. The issue is currently affecting several users.,Low,Application,Customer Portal,Authentication,Standard,8.37,Portal,L2-Application,No,2026-08-22T08:17:24.428478+00:00
